idx,Year,Month,Day,Hour,Lat,Lon,Wind,Pressure,Type,Count,Name
1805,1870,7,30,1800,30.5,-88.0,70,-999,HU,1,UNNAMED
1806,1870,8,30,0,21.7,-59.5,50,-999,TS,2,UNNAMED
1807,1870,8,30,600,22.4,-60.3,50,-999,TS,2,UNNAMED
1808,1870,8,30,1200,23.0,-61.0,50,-999,TS,2,UNNAMED
1809,1870,8,30,1800,23.7,-61.8,50,-999,TS,2,UNNAMED
1810,1870,8,31,0,24.4,-62.6,60,-999,TS,2,UNNAMED
1811,1870,8,31,600,25.2,-63.3,60,-999,TS,2,UNNAMED
1812,1870,8,31,1200,25.9,-64.1,70,-999,HU,2,UNNAMED
1813,1870,8,31,1800,26.8,-65.1,70,-999,HU,2,UNNAMED
1814,1870,9,1,0,27.7,-66.1,80,-999,HU,2,UNNAMED
1815,1870,9,1,600,28.6,-67.1,80,-999,HU,2,UNNAMED
1816,1870,9,1,1200,29.3,-68.0,80,-999,HU,2,UNNAMED
1817,1870,9,1,1800,30.1,-68.6,80,-999,HU,2,UNNAMED
1818,1870,9,2,0,31.1,-69.5,90,-999,HU,2,UNNAMED
1819,1870,9,2,600,32.0,-70.1,90,-999,HU,2,UNNAMED
1820,1870,9,2,1200,33.0,-71.0,90,-999,HU,2,UNNAMED
1821,1870,9,2,1800,34.0,-71.5,90,-999,HU,2,UNNAMED
1822,1870,9,3,0,35.4,-71.6,90,-999,HU,2,UNNAMED
1823,1870,9,3,600,37.0,-71.3,90,-999,HU,2,UNNAMED
1824,1870,9,3,1200,38.7,-70.8,80,-999,HU,2,UNNAMED
1825,1870,9,3,1800,40.5,-68.8,80,-999,HU,2,UNNAMED
1826,1870,9,4,0,42.5,-66.3,80,-999,HU,2,UNNAMED
1827,1870,9,4,600,44.0,-63.3,80,-999,HU,2,UNNAMED
1828,1870,9,4,1200,45.4,-59.6,70,-999,HU,2,UNNAMED
1829,1870,9,4,1800,46.3,-55.5,70,-999,HU,2,UNNAMED
1830,1870,9,1,0,16.0,-27.6,50,-999,TS,3,UNNAMED
1831,1870,9,1,600,16.2,-29.0,50,-999,TS,3,UNNAMED
1832,1870,9,1,1200,16.4,-30.4,60,-999,TS,3,UNNAMED
1833,1870,9,1,1800,16.6,-32.0,60,-999,TS,3,UNNAMED
1834,1870,9,2,0,16.7,-34.0,60,-999,TS,3,UNNAMED
1835,1870,9,2,600,17.1,-36.0,60,-999,TS,3,UNNAMED
1836,1870,9,2,1200,17.2,-38.0,60,-999,TS,3,UNNAMED
1837,1870,9,2,1800,17.5,-39.8,60,-999,TS,3,UNNAMED
1838,1870,9,3,0,17.7,-41.7,50,-999,TS,3,UNNAMED
1839,1870,9,3,600,18.0,-43.7,50,-999,TS,3,UNNAMED
1840,1870,9,3,1200,18.2,-45.7,50,-999,TS,3,UNNAMED
1841,1870,9,3,1800,18.4,-47.3,50,-999,TS,3,UNNAMED
1842,1870,9,4,0,18.7,-49.0,40,-999,TS,3,UNNAMED
1843,1870,9,4,600,19.0,-50.9,40,-999,TS,3,UNNAMED
1844,1870,9,4,1200,19.2,-53.0,40,1004,TS,3,UNNAMED
1845,1870,9,4,1800,19.7,-55.0,40,-999,TS,3,UNNAMED
1846,1870,9,9,0,24.2,-64.0,70,-999,HU,4,UNNAMED
1847,1870,9,9,600,25.1,-64.4,70,-999,HU,4,UNNAMED
1848,1870,9,9,1200,26.0,-65.0,80,-999,HU,4,UNNAMED
1849,1870,9,9,1800,27.1,-65.6,80,-999,HU,4,UNNAMED
1850,1870,9,10,0,28.7,-66.3,90,-999,HU,4,UNNAMED
1851,1870,9,10,600,30.5,-66.6,90,-999,HU,4,UNNAMED
1852,1870,9,10,1200,32.5,-66.3,100,-999,HU,4,UNNAMED
1853,1870,9,10,1800,33.9,-65.4,100,-999,HU,4,UNNAMED
1854,1870,9,11,0,35.4,-64.1,110,-999,HU,4,UNNAMED
1855,1870,9,11,600,36.8,-62.6,110,-999,HU,4,UNNAMED
1856,1870,9,11,1200,38.0,-61.2,110,-999,HU,4,UNNAMED
1857,1870,9,11,1800,39.7,-59.4,110,-999,HU,4,UNNAMED
1858,1870,9,12,0,41.5,-57.4,100,948,HU,4,UNNAMED
1859,1870,9,12,600,43.5,-55.4,100,-999,HU,4,UNNAMED
1860,1870,9,12,1200,45.0,-53.0,90,-999,HU,4,UNNAMED
1861,1870,9,12,1800,46.0,-51.0,90,-999,HU,4,UNNAMED
1862,1870,9,13,0,47.0,-48.2,80,-999,EX,4,UNNAMED
1863,1870,9,13,600,47.8,-45.0,80,-999,EX,4,UNNAMED
1864,1870,9,13,1200,48.4,-42.0,70,-999,EX,4,UNNAMED
1865,1870,9,13,1800,49.0,-39.0,70,-999,EX,4,UNNAMED
1866,1870,9,17,0,30.2,-68.1,80,-999,HU,5,UNNAMED
1867,1870,9,17,600,31.0,-68.6,80,-999,HU,5,UNNAMED
1868,1870,9,17,1200,31.9,-69.0,80,-999,HU,5,UNNAMED
1869,1870,9,17,1800,33.0,-69.5,80,-999,HU,5,UNNAMED
1870,1870,9,18,0,34.3,-69.8,80,-999,HU,5,UNNAMED
1871,1870,9,18,600,35.9,-69.5,80,-999,HU,5,UNNAMED
1872,1870,9,18,1200,37.3,-69.0,80,-999,HU,5,UNNAMED
1873,1870,9,18,1800,39.3,-67.1,80,-999,HU,5,UNNAMED
1874,1870,9,19,0,40.8,-64.1,80,969,HU,5,UNNAMED
1875,1870,9,19,600,41.8,-60.9,80,-999,HU,5,UNNAMED
1876,1870,9,19,1200,42.8,-57.4,70,-999,HU,5,UNNAMED
1877,1870,9,19,1800,44.5,-53.0,70,-999,HU,5,UNNAMED
1878,1870,9,20,0,47.0,-47.7,70,-999,EX,5,UNNAMED
1879,1870,9,20,600,49.5,-41.9,70,-999,EX,5,UNNAMED
1880,1870,9,20,1200,52.1,-37.0,70,-999,EX,5,UNNAMED
1881,1870,9,20,1800,55.0,-33.7,70,-999,EX,5,UNNAMED
1882,1870,10,5,0,17.5,-74.0,40,-999,TS,6,UNNAMED
1883,1870,10,5,600,18.1,-75.0,40,-999,TS,6,UNNAMED
1884,1870,10,5,1200,18.7,-76.0,50,-999,TS,6,UNNAMED
1885,1870,10,5,1800,19.1,-77.0,50,-999,TS,6,UNNAMED
1886,1870,10,6,0,19.5,-78.0,60,-999,TS,6,UNNAMED
1887,1870,10,6,600,20.0,-79.1,60,-999,TS,6,UNNAMED
1888,1870,10,6,1200,20.5,-80.0,70,-999,HU,6,UNNAMED
1889,1870,10,6,1800,21.0,-80.4,70,-999,HU,6,UNNAMED
1890,1870,10,7,0,21.4,-80.9,80,-999,HU,6,UNNAMED
1891,1870,10,7,600,21.7,-81.3,90,-999,HU,6,UNNAMED
1892,1870,10,7,1200,22.1,-81.6,100,959,HU,6,UNNAMED
1893,1870,10,7,1800,22.4,-81.9,100,-999,HU,6,UNNAMED
1894,1870,10,8,0,22.7,-82.1,90,-999,HU,6,UNNAMED
1895,1870,10,8,600,23.1,-82.1,80,-999,HU,6,UNNAMED
1896,1870,10,8,1200,23.4,-82.0,90,-999,HU,6,UNNAMED
1897,1870,10,8,1800,23.7,-81.9,90,-999,HU,6,UNNAMED
1898,1870,10,9,0,23.9,-81.8,90,-999,HU,6,UNNAMED
1899,1870,10,9,600,24.1,-81.6,90,-999,HU,6,UNNAMED
1900,1870,10,9,1200,24.2,-81.4,90,-999,HU,6,UNNAMED
1901,1870,10,9,1800,24.4,-81.1,90,-999,HU,6,UNNAMED
1902,1870,10,10,0,24.5,-81.0,90,-999,HU,6,UNNAMED
1903,1870,10,10,600,24.6,-80.8,90,-999,HU,6,UNNAMED
1904,1870,10,10,1200,24.7,-80.6,90,-999,HU,6,UNNAMED
1905,1870,10,10,1800,24.9,-80.3,90,-999,HU,6,UNNAMED
1906,1870,10,11,0,25.1,-80.0,90,-999,HU,6,UNNAMED
1907,1870,10,11,600,25.2,-79.8,90,-999,HU,6,UNNAMED
1908,1870,10,11,1200,25.5,-79.5,90,-999,HU,6,UNNAMED
1909,1870,10,11,1800,25.8,-79.0,90,-999,HU,6,UNNAMED
1910,1870,10,12,0,26.2,-78.6,90,-999,HU,6,UNNAMED
1911,1870,10,12,600,26.5,-78.1,90,-999,HU,6,UNNAMED
1912,1870,10,12,1200,26.8,-77.6,80,-999,HU,6,UNNAMED
1913,1870,10,12,1800,27.3,-77.0,80,-999,HU,6,UNNAMED
1914,1870,10,13,0,27.8,-76.3,80,-999,HU,6,UNNAMED
1915,1870,10,13,600,28.3,-75.6,80,-999,HU,6,UNNAMED
1916,1870,10,13,1200,28.9,-74.9,70,-999,HU,6,UNNAMED
1917,1870,10,13,1800,29.5,-74.0,70,-999,HU,6,UNNAMED
1918,1870,10,14,0,30.1,-72.9,70,-999,HU,6,UNNAMED
1919,1870,10,14,600,30.7,-71.8,70,-999,HU,6,UNNAMED
1920,1870,10,14,1200,31.4,-70.5,70,-999,HU,6,UNNAMED
1921,1870,10,14,1800,32.2,-69.1,70,-999,HU,6,UNNAMED
1922,1870,10,7,1200,12.0,-35.0,70,-999,HU,7,UNNAMED
1923,1870,10,10,0,34.0,-50.5,70,-999,HU,8,UNNAMED
1924,1870,10,10,600,34.5,-48.7,70,-999,HU,8,UNNAMED
1925,1870,10,10,1200,35.2,-46.7,70,-999,HU,8,UNNAMED
1926,1870,10,10,1800,36.0,-44.0,70,-999,HU,8,UNNAMED
1927,1870,10,11,0,37.0,-41.0,70,-999,HU,8,UNNAMED
1928,1870,10,11,600,38.0,-37.0,70,-999,HU,8,UNNAMED
1929,1870,10,19,0,19.5,-84.1,90,-999,HU,9,UNNAMED
1930,1870,10,19,600,19.9,-84.0,90,-999,HU,9,UNNAMED
1931,1870,10,19,1200,20.4,-84.0,90,-999,HU,9,UNNAMED
1932,1870,10,19,1800,21.1,-83.9,90,-999,HU,9,UNNAMED
1933,1870,10,20,0,22.0,-83.7,90,-999,HU,9,UNNAMED
1934,1870,10,20,600,23.1,-83.5,80,-999,HU,9,UNNAMED
1935,1870,10,20,1200,24.3,-83.1,80,-999,HU,9,UNNAMED
1936,1870,10,20,1400,24.7,-82.8,80,-999,HU,9,UNNAMED
1937,1870,10,20,1800,25.5,-82.3,80,-999,HU,9,UNNAMED
1938,1870,10,20,2000,26.0,-81.8,80,-999,HU,9,UNNAMED
1939,1870,10,21,0,26.7,-81.1,70,-999,HU,9,UNNAMED
1940,1870,10,21,600,27.9,-79.7,60,-999,TS,9,UNNAMED
1941,1870,10,21,1200,29.1,-78.1,70,-999,HU,9,UNNAMED
1942,1870,10,21,1800,30.3,-76.6,70,-999,HU,9,UNNAMED
1943,1870,10,22,0,31.4,-75.4,70,-999,HU,9,UNNAMED
1944,1870,10,22,600,32.5,-74.0,70,-999,HU,9,UNNAMED
1945,1870,10,22,1200,33.5,-72.6,70,-999,HU,9,UNNAMED
1946,1870,10,22,1800,34.5,-71.1,70,-999,HU,9,UNNAMED
1947,1870,10,23,1200,21.0,-72.0,90,-999,HU,10,UNNAMED
1948,1870,10,30,0,17.0,-85.5,60,-999,TS,11,UNNAMED
1949,1870,10,30,600,17.1,-85.6,60,-999,TS,11,UNNAMED
1950,1870,10,30,1200,17.2,-86.0,60,-999,TS,11,UNNAMED
1951,1870,10,30,1800,17.2,-86.1,60,-999,TS,11,UNNAMED
1952,1870,10,31,0,17.4,-86.4,70,-999,HU,11,UNNAMED
1953,1870,10,31,600,17.5,-86.6,70,-999,HU,11,UNNAMED
1954,1870,10,31,1200,17.7,-86.9,70,-999,HU,11,UNNAMED
1955,1870,10,31,1800,17.7,-87.1,70,-999,HU,11,UNNAMED
1956,1870,11,1,0,18.0,-87.6,70,-999,HU,11,UNNAMED
1957,1870,11,1,600,18.2,-87.8,70,-999,HU,11,UNNAMED
1958,1870,11,1,1200,18.5,-88.0,70,-999,HU,11,UNNAMED
1959,1870,11,1,1800,18.7,-88.0,60,-999,TS,11,UNNAMED
1960,1870,11,2,0,19.2,-87.9,50,-999,TS,11,UNNAMED
1961,1870,11,2,600,19.7,-87.6,40,-999,TS,11,UNNAMED
1962,1870,11,2,1200,20.4,-87.4,40,-999,TS,11,UNNAMED
1963,1870,11,2,1800,21.4,-86.9,50,-999,TS,11,UNNAMED
1964,1870,11,3,0,22.2,-86.3,60,-999,TS,11,UNNAMED
1965,1870,11,3,600,23.0,-85.6,60,-999,TS,11,UNNAMED
1966,1870,11,3,1200,23.7,-85.0,70,-999,HU,11,UNNAMED
1967,1870,11,3,1800,24.2,-84.0,70,-999,HU,11,UNNAMED
1968,1871,6,1,0,24.1,-81.0,40,-999,TS,1,UNNAMED
1969,1871,6,1,600,24.1,-82.1,40,-999,TS,1,UNNAMED
1970,1871,6,1,1200,24.2,-83.6,40,-999,TS,1,UNNAMED
1971,1871,6,1,1800,24.7,-84.6,40,-999,TS,1,UNNAMED
1972,1871,6,2,0,25.2,-85.4,50,-999,TS,1,UNNAMED
1973,1871,6,2,600,25.8,-86.1,50,-999,TS,1,UNNAMED
1974,1871,6,2,1200,26.1,-87.3,50,-999,TS,1,UNNAMED
1975,1871,6,2,1800,26.5,-88.6,50,-999,TS,1,UNNAMED
1976,1871,6,3,0,26.8,-89.8,50,-999,TS,1,UNNAMED
1977,1871,6,3,600,27.0,-91.1,50,-999,TS,1,UNNAMED
1978,1871,6,3,1200,27.3,-92.4,50,-999,TS,1,UNNAMED
1979,1871,6,3,1800,27.7,-93.3,50,-999,TS,1,UNNAMED
1980,1871,6,4,0,28.2,-94.1,50,-999,TS,1,UNNAMED
1981,1871,6,4,600,28.9,-95.0,50,999,TS,1,UNNAMED
1982,1871,6,4,700,29.1,-95.1,50,999,TS,1,UNNAMED
1983,1871,6,4,1200,29.7,-95.6,40,-999,TS,1,UNNAMED
1984,1871,6,4,1800,30.3,-96.0,40,-999,TS,1,UNNAMED
1985,1871,6,5,0,31.1,-96.1,40,-999,TS,1,UNNAMED
1986,1871,6,5,600,32.0,-96.1,40,-999,TS,1,UNNAMED
1987,1871,6,5,1200,33.2,-95.8,30,-999,TD,1,UNNAMED
1988,1871,6,5,1800,35.0,-95.0,30,-999,TD,1,UNNAMED
1989,1871,6,8,0,23.4,-90.4,40,-999,TS,2,UNNAMED
1990,1871,6,8,600,24.2,-91.1,40,-999,TS,2,UNNAMED
1991,1871,6,8,1200,25.0,-91.8,40,-999,TS,2,UNNAMED
1992,1871,6,8,1800,25.9,-92.6,40,-999,TS,2,UNNAMED
1993,1871,6,9,0,26.7,-93.3,50,-999,TS,2,UNNAMED
1994,1871,6,9,600,27.4,-94.0,50,-999,TS,2,UNNAMED
1995,1871,6,9,1200,28.3,-94.6,50,-999,TS,2,UNNAMED
1996,1871,6,9,1700,29.2,-95.0,50,-999,TS,2,UNNAMED
1997,1871,6,9,1800,29.3,-95.0,50,-999,TS,2,UNNAMED
1998,1871,6,10,0,30.3,-95.1,40,-999,TS,2,UNNAMED
1999,1871,6,10,600,31.3,-95.1,40,-999,TS,2,UNNAMED
2000,1871,6,10,1200,32.4,-95.0,30,-999,TD,2,UNNAMED
2001,1871,6,10,1800,33.5,-95.0,30,-999,TD,2,UNNAMED
2002,1871,8,14,0,26.5,-72.4,80,-999,HU,3,UNNAMED
2003,1871,8,14,600,26.6,-73.0,80,-999,HU,3,UNNAMED
2004,1871,8,14,1200,26.7,-73.6,80,-999,HU,3,UNNAMED
2005,1871,8,14,1800,26.7,-74.3,80,-999,HU,3,UNNAMED
2006,1871,8,15,0,26.8,-75.0,90,-999,HU,3,UNNAMED
2007,1871,8,15,600,26.8,-75.8,90,-999,HU,3,UNNAMED
2008,1871,8,15,1200,26.8,-76.7,100,-999,HU,3,UNNAMED
2009,1871,8,15,1800,26.8,-77.7,100,-999,HU,3,UNNAMED
2010,1871,8,16,0,26.8,-78.5,100,952,HU,3,UNNAMED
2011,1871,8,16,600,26.8,-79.1,100,955,HU,3,UNNAMED
2012,1871,8,16,1200,26.8,-79.5,100,-999,HU,3,UNNAMED
2013,1871,8,16,1800,26.9,-79.8,100,-999,HU,3,UNNAMED
2014,1871,8,17,0,27.0,-80.1,100,-999,HU,3,UNNAMED
2015,1871,8,17,200,27.1,-80.2,100,-999,HU,3,UNNAMED
2016,1871,8,17,600,27.2,-80.5,90,-999,HU,3,UNNAMED
2017,1871,8,17,1200,27.6,-81.1,80,-999,HU,3,UNNAMED
2018,1871,8,17,1800,28.3,-81.7,70,-999,HU,3,UNNAMED
2019,1871,8,18,0,29.0,-82.1,70,-999,HU,3,UNNAMED
2020,1871,8,18,600,29.7,-82.5,60,-999,TS,3,UNNAMED
2021,1871,8,18,1200,30.4,-82.3,60,-999,TS,3,UNNAMED
2022,1871,8,18,1800,30.8,-81.9,50,-999,TS,3,UNNAMED
2023,1871,8,19,0,31.3,-81.4,50,-999,TS,3,UNNAMED
2024,1871,8,19,600,31.8,-80.8,60,-999,TS,3,UNNAMED
2025,1871,8,19,1200,32.1,-80.2,60,-999,TS,3,UNNAMED
2026,1871,8,19,1800,32.3,-79.6,60,-999,TS,3,UNNAMED
2027,1871,8,20,0,32.5,-78.8,60,-999,TS,3,UNNAMED
2028,1871,8,20,600,32.7,-77.6,60,-999,TS,3,UNNAMED
2029,1871,8,20,1200,32.6,-76.8,60,-999,TS,3,UNNAMED
2030,1871,8,20,1800,32.4,-76.4,60,-999,TS,3,UNNAMED
2031,1871,8,21,0,32.0,-76.1,60,-999,TS,3,UNNAMED
2032,1871,8,21,600,31.7,-76.3,60,-999,TS,3,UNNAMED
2033,1871,8,21,1200,31.4,-76.5,60,-999,TS,3,UNNAMED
2034,1871,8,21,1800,31.2,-77.1,60,-999,TS,3,UNNAMED
2035,1871,8,22,0,31.1,-78.0,60,-999,TS,3,UNNAMED
2036,1871,8,22,600,31.0,-78.6,60,-999,TS,3,UNNAMED
2037,1871,8,22,1200,31.0,-79.5,60,-999,TS,3,UNNAMED
2038,1871,8,22,1800,31.1,-80.4,60,-999,TS,3,UNNAMED
2039,1871,8,23,0,31.2,-81.4,60,-999,TS,3,UNNAMED
2040,1871,8,23,600,31.3,-82.4,50,-999,TS,3,UNNAMED
2041,1871,8,23,1200,31.4,-83.5,40,-999,TS,3,UNNAMED
2042,1871,8,23,1800,31.4,-84.5,30,-999,TD,3,UNNAMED
2043,1871,8,17,0,11.2,-30.7,40,-999,TS,4,UNNAMED
2044,1871,8,17,600,11.5,-32.2,40,-999,TS,4,UNNAMED
2045,1871,8,17,1200,11.8,-33.9,40,-999,TS,4,UNNAMED
2046,1871,8,17,1800,12.3,-35.5,40,-999,TS,4,UNNAMED
2047,1871,8,18,0,12.9,-37.4,50,-999,TS,4,UNNAMED
2048,1871,8,18,600,13.5,-39.2,50,-999,TS,4,UNNAMED
2049,1871,8,18,1200,14.0,-41.0,50,-999,TS,4,UNNAMED
2050,1871,8,18,1800,14.2,-42.5,50,-999,TS,4,UNNAMED
2051,1871,8,19,0,14.3,-44.5,60,-999,TS,4,UNNAMED
2052,1871,8,19,600,14.5,-46.4,60,-999,TS,4,UNNAMED
2053,1871,8,19,1200,14.7,-48.0,70,-999,HU,4,UNNAMED
2054,1871,8,19,1800,14.9,-49.9,70,-999,HU,4,UNNAMED
2055,1871,8,20,0,15.1,-52.2,80,-999,HU,4,UNNAMED
2056,1871,8,20,600,15.3,-54.5,80,-999,HU,4,UNNAMED
2057,1871,8,20,1200,15.4,-56.4,90,-999,HU,4,UNNAMED
2058,1871,8,20,1800,15.8,-58.2,90,-999,HU,4,UNNAMED
2059,1871,8,21,0,16.4,-60.0,100,-999,HU,4,UNNAMED
2060,1871,8,21,600,17.1,-61.6,100,-999,HU,4,UNNAMED
2061,1871,8,21,1200,17.7,-62.9,100,965,HU,4,UNNAMED
2062,1871,8,21,1800,18.2,-64.0,100,-999,HU,4,UNNAMED
2063,1871,8,22,0,18.9,-65.3,100,962,HU,4,UNNAMED
2064,1871,8,22,600,19.5,-66.5,100,-999,HU,4,UNNAMED
2065,1871,8,22,1200,20.0,-67.5,90,-999,HU,4,UNNAMED
2066,1871,8,22,1800,20.7,-68.6,90,-999,HU,4,UNNAMED
2067,1871,8,23,0,21.2,-69.6,90,-999,HU,4,UNNAMED
2068,1871,8,23,600,22.0,-71.0,90,-999,HU,4,UNNAMED
2069,1871,8,23,1200,22.5,-72.3,90,-999,HU,4,UNNAMED
2070,1871,8,23,1800,23.2,-73.5,90,-999,HU,4,UNNAMED
2071,1871,8,24,0,24.1,-75.0,90,-999,HU,4,UNNAMED
2072,1871,8,24,600,25.0,-76.4,90,-999,HU,4,UNNAMED
2073,1871,8,24,1200,25.7,-77.6,90,-999,HU,4,UNNAMED
2074,1871,8,24,1800,26.3,-78.6,90,-999,HU,4,UNNAMED
2075,1871,8,25,0,27.0,-79.5,90,-999,HU,4,UNNAMED
2076,1871,8,25,500,27.1,-80.3,90,-999,HU,4,UNNAMED
2077,1871,8,25,600,27.7,-80.5,90,-999,HU,4,UNNAMED
2078,1871,8,25,1200,28.3,-81.3,70,-999,HU,4,UNNAMED
2079,1871,8,25,1800,28.9,-82.2,50,-999,TS,4,UNNAMED
2080,1871,8,26,0,29.4,-83.1,40,-999,TS,4,UNNAMED
2081,1871,8,26,600,29.9,-83.8,40,-999,TS,4,UNNAMED
2082,1871,8,26,1200,30.5,-84.3,40,-999,TS,4,UNNAMED
2083,1871,8,26,1800,30.9,-84.5,40,-999,TS,4,UNNAMED
2084,1871,8,27,0,31.3,-84.5,30,-999,TD,4,UNNAMED
2085,1871,8,27,600,31.7,-84.4,30,-999,TD,4,UNNAMED
2086,1871,8,27,1200,32.0,-84.0,30,-999,TD,4,UNNAMED
2087,1871,8,27,1800,32.1,-83.5,30,-999,TD,4,UNNAMED
2088,1871,8,28,0,32.2,-83.0,30,-999,TD,4,UNNAMED
2089,1871,8,28,600,32.2,-82.5,30,-999,TD,4,UNNAMED
2090,1871,8,28,1200,32.3,-82.1,30,-999,TD,4,UNNAMED
2091,1871,8,28,1800,32.4,-81.0,30,-999,TD,4,UNNAMED
2092,1871,8,29,0,32.5,-79.9,40,-999,TS,4,UNNAMED
2093,1871,8,29,600,32.7,-78.6,40,-999,TS,4,UNNAMED
2094,1871,8,29,1200,33.0,-77.5,50,-999,TS,4,UNNAMED
2095,1871,8,29,1800,34.0,-76.1,50,-999,TS,4,UNNAMED
2096,1871,8,30,0,35.5,-74.3,50,-999,TS,4,UNNAMED
2097,1871,8,30,600,37.3,-72.4,50,-999,TS,4,UNNAMED
2098,1871,8,30,1200,39.5,-70.5,60,-999,TS,4,UNNAMED
2099,1871,8,30,1800,42.0,-68.5,60,-999,TS,4,UNNAMED
2100,1871,8,30,0,26.7,-65.6,90,-999,HU,5,UNNAMED
2101,1871,8,30,600,27.5,-66.5,90,-999,HU,5,UNNAMED
2102,1871,8,30,1200,28.5,-67.5,90,-999,HU,5,UNNAMED
2103,1871,8,30,1800,29.6,-68.3,90,-999,HU,5,UNNAMED
2104,1871,8,31,0,30.8,-69.1,90,-999,HU,5,UNNAMED
2105,1871,8,31,600,32.0,-69.8,90,-999,HU,5,UNNAMED
2106,1871,8,31,1200,33.5,-70.3,90,-999,HU,5,UNNAMED
2107,1871,8,31,1800,34.4,-70.4,90,-999,HU,5,UNNAMED
2108,1871,9,1,0,35.3,-70.3,90,-999,HU,5,UNNAMED
2109,1871,9,1,600,36.0,-70.1,90,-999,HU,5,UNNAMED
2110,1871,9,1,1200,37.0,-70.0,90,-999,HU,5,UNNAMED
2111,1871,9,1,1800,37.8,-69.6,90,-999,HU,5,UNNAMED
2112,1871,9,2,0,38.9,-69.3,90,-999,HU,5,UNNAMED
2113,1871,9,2,600,40.3,-68.5,90,-999,HU,5,UNNAMED
2114,1871,9,2,1200,41.3,-67.5,90,-999,HU,5,UNNAMED
2115,1871,9,2,1800,42.5,-66.0,90,-999,HU,5,UNNAMED
2116,1871,9,5,0,26.0,-90.1,70,-999,HU,6,UNNAMED
2117,1871,9,5,600,26.5,-89.0,70,-999,HU,6,UNNAMED
2118,1871,9,5,1200,27.0,-87.6,70,-999,HU,6,UNNAMED
2119,1871,9,5,1800,27.5,-86.1,70,-999,HU,6,UNNAMED
2120,1871,9,6,0,28.1,-84.9,70,-999,HU,6,UNNAMED
2121,1871,9,6,600,28.6,-84.1,70,-999,HU,6,UNNAMED
2122,1871,9,6,1200,29.0,-83.3,70,-999,HU,6,UNNAMED
2123,1871,9,6,1400,29.2,-83.0,70,-999,HU,6,UNNAMED
2124,1871,9,6,1800,29.6,-82.5,50,-999,TS,6,UNNAMED
2125,1871,9,7,0,30.2,-81.8,50,-999,TS,6,UNNAMED
2126,1871,9,7,600,30.7,-81.1,50,-999,TS,6,UNNAMED
2127,1871,9,7,1200,31.3,-80.3,60,-999,TS,6,UNNAMED
2128,1871,9,7,1800,31.7,-79.3,60,-999,TS,6,UNNAMED
2129,1871,9,8,0,31.9,-78.3,60,-999,TS,6,UNNAMED
2130,1871,9,8,600,32.2,-77.0,60,-999,TS,6,UNNAMED
2131,1871,9,8,1200,32.4,-75.9,60,-999,TS,6,UNNAMED
2132,1871,9,8,1800,32.7,-75.0,60,-999,TS,6,UNNAMED
2133,1871,9,30,0,21.1,-92.1,40,-999,TS,7,UNNAMED
2134,1871,9,30,600,21.2,-92.6,40,-999,TS,7,UNNAMED
2135,1871,9,30,1200,21.7,-93.1,40,-999,TS,7,UNNAMED
2136,1871,9,30,1800,22.2,-93.8,40,-999,TS,7,UNNAMED
2137,1871,10,1,0,22.9,-94.3,50,-999,TS,7,UNNAMED
2138,1871,10,1,600,23.4,-94.8,50,-999,TS,7,UNNAMED
2139,1871,10,1,1200,24.0,-95.1,60,-999,TS,7,UNNAMED
2140,1871,10,1,1800,24.9,-95.4,60,-999,TS,7,UNNAMED
2141,1871,10,2,0,25.9,-95.4,70,-999,HU,7,UNNAMED
2142,1871,10,2,600,26.8,-95.1,70,-999,HU,7,UNNAMED
2143,1871,10,2,1200,27.5,-94.8,70,-999,HU,7,UNNAMED
2144,1871,10,2,1800,27.8,-94.0,70,-999,HU,7,UNNAMED
2145,1871,10,3,0,27.9,-93.1,70,-999,HU,7,UNNAMED
2146,1871,10,3,600,28.0,-92.3,70,-999,HU,7,UNNAMED
2147,1871,10,3,1200,28.1,-91.6,70,-999,HU,7,UNNAMED
2148,1871,10,3,1800,28.3,-90.8,70,-999,HU,7,UNNAMED
2149,1871,10,4,0,28.4,-90.1,70,-999,HU,7,UNNAMED
2150,1871,10,4,600,28.5,-89.3,70,-999,HU,7,UNNAMED
2151,1871,10,4,1200,28.7,-88.6,70,-999,HU,7,UNNAMED
2152,1871,10,4,1800,28.9,-87.5,70,-999,HU,7,UNNAMED
2153,1871,10,5,0,29.1,-86.5,60,-999,TS,7,UNNAMED
2154,1871,10,5,600,29.4,-85.3,60,-999,TS,7,UNNAMED
2155,1871,10,5,1200,29.8,-84.4,60,-999,TS,7,UNNAMED
2156,1871,10,5,1600,30.0,-83.9,60,-999,TS,7,UNNAMED
2157,1871,10,5,1800,30.2,-83.6,50,-999,TS,7,UNNAMED
2158,1871,10,6,0,30.8,-83.1,40,-999,TS,7,UNNAMED
2159,1871,10,6,600,31.3,-82.6,40,-999,TS,7,UNNAMED
2160,1871,10,6,1200,31.8,-82.1,40,-999,TS,7,UNNAMED
2161,1871,10,6,1800,32.2,-80.8,40,-999,TS,7,UNNAMED
2162,1871,10,7,0,32.9,-79.3,40,-999,TS,7,UNNAMED
2163,1871,10,7,600,33.7,-77.5,40,-999,TS,7,UNNAMED
2164,1871,10,7,1200,34.0,-75.0,40,-999,TS,7,UNNAMED
2165,1871,10,7,1800,34.5,-72.0,40,-999,TS,7,UNNAMED
2166,1871,10,10,0,22.7,-58.0,70,-999,HU,8,UNNAMED
