idx,Year,Month,Day,Hour,Lat,Lon,Wind,Pressure,Type,Count,Name
20792,1946,7,6,800,33.9,-78.2,45,-999,TS,2,UNNAMED
20793,1946,7,6,1200,34.4,-78.0,45,1005,TS,2,UNNAMED
20794,1946,7,6,1800,35.1,-77.0,45,-999,TS,2,UNNAMED
20795,1946,7,7,0,35.8,-75.6,45,-999,TS,2,UNNAMED
20796,1946,7,7,600,36.8,-73.6,55,-999,TS,2,UNNAMED
20797,1946,7,7,1200,37.8,-72.1,65,-999,HU,2,UNNAMED
20798,1946,7,7,1800,38.2,-70.6,70,-999,HU,2,UNNAMED
20799,1946,7,8,0,38.2,-69.1,70,-999,HU,2,UNNAMED
20800,1946,7,8,600,38.1,-67.6,70,-999,HU,2,UNNAMED
20801,1946,7,8,1200,38.0,-66.0,70,-999,HU,2,UNNAMED
20802,1946,7,8,1800,38.0,-64.2,70,-999,HU,2,UNNAMED
20803,1946,7,9,0,38.4,-62.2,65,-999,EX,2,UNNAMED
20804,1946,7,9,600,39.1,-60.2,60,-999,EX,2,UNNAMED
20805,1946,7,9,1200,40.0,-58.5,55,-999,EX,2,UNNAMED
20806,1946,7,9,1800,41.0,-57.2,50,-999,EX,2,UNNAMED
20807,1946,7,10,0,42.1,-56.0,45,-999,EX,2,UNNAMED
20808,1946,7,10,600,43.3,-55.0,40,-999,EX,2,UNNAMED
20809,1946,7,10,1200,44.8,-54.0,40,-999,EX,2,UNNAMED
20810,1946,7,10,1800,46.5,-53.0,35,-999,EX,2,UNNAMED
20811,1946,8,25,0,21.0,-94.0,35,-999,TS,3,UNNAMED
20812,1946,8,25,600,21.2,-94.8,35,-999,TS,3,UNNAMED
20813,1946,8,25,1200,21.5,-96.0,35,-999,TS,3,UNNAMED
20814,1946,8,25,1800,22.0,-97.6,35,-999,TS,3,UNNAMED
20815,1946,8,25,1900,22.1,-97.8,35,-999,TS,3,UNNAMED
20816,1946,8,26,0,22.5,-99.5,30,-999,TD,3,UNNAMED
20817,1946,9,12,0,23.5,-79.0,35,-999,TS,4,UNNAMED
20818,1946,9,12,600,24.0,-79.2,40,-999,TS,4,UNNAMED
20819,1946,9,12,1200,24.5,-78.7,50,-999,TS,4,UNNAMED
20820,1946,9,12,1700,25.0,-78.2,55,-999,TS,4,UNNAMED
20821,1946,9,12,1800,25.2,-78.0,55,-999,TS,4,UNNAMED
20822,1946,9,12,2300,25.9,-77.3,65,-999,TS,4,UNNAMED
20823,1946,9,13,0,26.0,-77.2,65,-999,HU,4,UNNAMED
20824,1946,9,13,600,26.9,-76.3,75,-999,HU,4,UNNAMED
20825,1946,9,13,1200,27.8,-75.2,85,-999,HU,4,UNNAMED
20826,1946,9,13,1800,29.2,-73.8,85,975,HU,4,UNNAMED
20827,1946,9,14,0,30.8,-72.5,80,-999,HU,4,UNNAMED
20828,1946,9,14,600,32.7,-71.3,80,-999,HU,4,UNNAMED
20829,1946,9,14,1200,34.8,-70.2,75,-999,HU,4,UNNAMED
20830,1946,9,14,1800,36.9,-69.0,70,-999,HU,4,UNNAMED
20831,1946,9,15,0,39.0,-67.5,60,-999,TS,4,UNNAMED
20832,1946,9,15,600,41.0,-66.0,55,-999,EX,4,UNNAMED
20833,1946,9,15,1200,43.0,-64.2,50,-999,EX,4,UNNAMED
20834,1946,9,15,1800,44.8,-61.5,50,-999,EX,4,UNNAMED
20835,1946,9,16,0,46.5,-58.5,50,-999,EX,4,UNNAMED
20836,1946,9,16,600,48.7,-54.2,50,-999,EX,4,UNNAMED
20837,1946,9,16,1200,49.7,-50.4,45,-999,EX,4,UNNAMED
20838,1946,9,16,1800,50.1,-46.8,45,-999,EX,4,UNNAMED
20839,1946,9,17,0,50.4,-43.2,45,-999,EX,4,UNNAMED
20840,1946,9,17,600,50.8,-39.1,45,-999,EX,4,UNNAMED
20841,1946,9,17,1200,51.5,-35.0,40,-999,EX,4,UNNAMED
20842,1946,9,17,1800,52.5,-30.5,35,-999,EX,4,UNNAMED
20843,1946,10,1,1200,32.5,-36.5,30,-999,TD,5,UNNAMED
20844,1946,10,1,1800,32.7,-36.3,35,-999,TS,5,UNNAMED
20845,1946,10,2,0,33.0,-36.0,40,-999,TS,5,UNNAMED
20846,1946,10,2,600,33.2,-35.4,45,-999,TS,5,UNNAMED
20847,1946,10,2,1200,33.5,-34.5,50,-999,TS,5,UNNAMED
20848,1946,10,2,1800,33.7,-33.3,50,-999,TS,5,UNNAMED
20849,1946,10,3,0,33.9,-31.8,50,-999,TS,5,UNNAMED
20850,1946,10,3,600,34.2,-30.3,50,-999,TS,5,UNNAMED
20851,1946,10,3,1200,34.5,-29.5,55,-999,EX,5,UNNAMED
20852,1946,10,3,1800,35.0,-29.2,60,-999,EX,5,UNNAMED
20853,1946,10,4,0,35.6,-29.2,65,-999,EX,5,UNNAMED
20854,1946,10,4,600,36.3,-29.2,70,-999,EX,5,UNNAMED
20855,1946,10,4,1200,37.0,-29.5,75,-999,EX,5,UNNAMED
20856,1946,10,4,1800,37.7,-29.7,80,-999,EX,5,UNNAMED
20857,1946,10,5,0,38.2,-29.7,80,-999,EX,5,UNNAMED
20858,1946,10,5,600,38.8,-29.5,75,-999,EX,5,UNNAMED
20859,1946,10,5,1200,39.5,-29.0,70,-999,EX,5,UNNAMED
20860,1946,10,5,1800,40.5,-28.3,65,-999,EX,5,UNNAMED
20861,1946,10,6,0,41.7,-27.5,60,-999,EX,5,UNNAMED
20862,1946,10,6,600,43.0,-26.5,55,-999,EX,5,UNNAMED
20863,1946,10,5,1800,18.2,-87.5,35,-999,TS,6,UNNAMED
20864,1946,10,6,0,18.8,-86.7,45,-999,TS,6,UNNAMED
20865,1946,10,6,600,19.4,-86.0,55,-999,TS,6,UNNAMED
20866,1946,10,6,1200,20.0,-85.2,65,993,HU,6,UNNAMED
20867,1946,10,6,1800,20.7,-84.5,75,-999,HU,6,UNNAMED
20868,1946,10,7,0,21.5,-84.1,80,-999,HU,6,UNNAMED
20869,1946,10,7,400,22.2,-83.9,80,977,HU,6,UNNAMED
20870,1946,10,7,600,22.5,-83.8,80,977,HU,6,UNNAMED
20871,1946,10,7,1200,23.7,-83.6,85,-999,HU,6,UNNAMED
20872,1946,10,7,1800,25.4,-83.3,80,979,HU,6,UNNAMED
20873,1946,10,8,0,27.0,-82.9,75,980,HU,6,UNNAMED
20874,1946,10,8,200,27.5,-82.6,75,980,HU,6,UNNAMED
20875,1946,10,8,600,28.6,-82.5,65,-999,HU,6,UNNAMED
20876,1946,10,8,1200,30.8,-82.1,55,-999,TS,6,UNNAMED
20877,1946,10,8,1800,32.5,-81.7,50,-999,TS,6,UNNAMED
20878,1946,10,9,0,33.5,-81.6,40,-999,TS,6,UNNAMED
20879,1946,10,9,600,34.0,-81.3,35,-999,EX,6,UNNAMED
20880,1946,10,9,1200,34.3,-80.6,30,-999,EX,6,UNNAMED
20881,1946,10,9,1800,34.7,-78.8,30,-999,EX,6,UNNAMED
20882,1946,10,10,0,35.3,-76.8,30,-999,EX,6,UNNAMED
20883,1946,10,10,600,35.9,-75.0,35,-999,EX,6,UNNAMED
20884,1946,10,10,1200,36.2,-73.3,40,-999,EX,6,UNNAMED
20885,1946,10,10,1800,35.9,-71.0,40,-999,EX,6,UNNAMED
20886,1946,10,11,0,35.3,-67.7,35,-999,EX,6,UNNAMED
20887,1946,10,11,600,34.5,-65.0,35,-999,EX,6,UNNAMED
20888,1946,10,11,1200,33.8,-63.5,30,-999,EX,6,UNNAMED
20889,1946,10,11,1800,33.2,-62.7,25,-999,EX,6,UNNAMED
20890,1946,10,12,0,32.6,-62.1,25,-999,EX,6,UNNAMED
20891,1946,10,12,600,32.1,-61.7,25,-999,EX,6,UNNAMED
20892,1946,10,12,1200,31.5,-61.4,25,-999,EX,6,UNNAMED
20893,1946,10,12,1800,30.4,-61.2,25,-999,EX,6,UNNAMED
20894,1946,10,13,0,29.2,-61.3,25,-999,EX,6,UNNAMED
20895,1946,10,13,600,28.1,-62.0,25,-999,EX,6,UNNAMED
20896,1946,10,13,1200,27.2,-62.9,25,-999,EX,6,UNNAMED
20897,1946,10,13,1800,26.6,-64.0,25,-999,EX,6,UNNAMED
20898,1946,10,14,0,26.2,-65.2,25,-999,EX,6,UNNAMED
20899,1946,10,14,600,25.8,-66.5,25,-999,EX,6,UNNAMED
20900,1946,10,14,1200,25.5,-68.0,25,-999,EX,6,UNNAMED
20901,1946,10,14,1800,25.3,-69.5,25,-999,EX,6,UNNAMED
20902,1946,10,31,1800,21.9,-73.5,30,-999,TD,7,UNNAMED
20903,1946,11,1,0,23.0,-75.3,35,-999,TS,7,UNNAMED
20904,1946,11,1,300,23.4,-75.8,35,-999,TS,7,UNNAMED
20905,1946,11,1,600,23.9,-76.5,40,-999,TS,7,UNNAMED
20906,1946,11,1,1200,24.6,-77.8,40,-999,TS,7,UNNAMED
20907,1946,11,1,1800,25.8,-79.3,40,1002,TS,7,UNNAMED
20908,1946,11,1,2200,26.6,-80.1,40,1002,TS,7,UNNAMED
20909,1946,11,2,0,26.8,-80.3,35,-999,TS,7,UNNAMED
20910,1946,11,2,600,27.7,-81.2,30,-999,TD,7,UNNAMED
20911,1946,11,2,1200,28.5,-81.8,25,-999,TD,7,UNNAMED
20912,1946,11,2,1800,29.1,-82.0,25,-999,TD,7,UNNAMED
20913,1946,11,3,0,29.7,-81.8,20,-999,TD,7,UNNAMED
20914,1946,11,3,600,30.9,-80.7,20,-999,TD,7,UNNAMED
20915,1947,7,31,600,19.5,-93.6,30,-999,TD,1,UNNAMED
20916,1947,7,31,1200,20.2,-93.8,35,-999,TS,1,UNNAMED
20917,1947,7,31,1800,21.0,-94.0,35,-999,TS,1,UNNAMED
20918,1947,8,1,0,22.0,-94.3,35,-999,TS,1,UNNAMED
20919,1947,8,1,600,23.0,-94.7,35,-999,TS,1,UNNAMED
20920,1947,8,1,1200,24.1,-95.4,35,-999,TS,1,UNNAMED
20921,1947,8,1,1800,24.9,-96.3,40,-999,TS,1,UNNAMED
20922,1947,8,2,0,25.6,-97.3,45,-999,TS,1,UNNAMED
20923,1947,8,2,600,26.0,-98.1,40,-999,TS,1,UNNAMED
20924,1947,8,2,1200,26.1,-98.5,30,-999,TD,1,UNNAMED
20925,1947,8,9,600,12.7,-75.5,25,-999,TD,2,UNNAMED
20926,1947,8,9,1200,13.0,-76.2,25,-999,TD,2,UNNAMED
20927,1947,8,9,1800,13.3,-76.9,25,-999,TD,2,UNNAMED
20928,1947,8,10,0,13.7,-77.6,25,-999,TD,2,UNNAMED
20929,1947,8,10,600,14.1,-78.3,25,-999,TD,2,UNNAMED
20930,1947,8,10,1200,14.5,-79.0,25,-999,TD,2,UNNAMED
20931,1947,8,10,1800,15.0,-79.7,25,-999,TD,2,UNNAMED
20932,1947,8,11,0,15.5,-80.4,30,-999,TD,2,UNNAMED
20933,1947,8,11,600,16.0,-81.2,30,-999,TD,2,UNNAMED
20934,1947,8,11,1200,16.5,-82.0,30,-999,TD,2,UNNAMED
20935,1947,8,11,1800,17.2,-83.0,30,-999,TD,2,UNNAMED
20936,1947,8,12,0,18.1,-84.2,35,-999,TS,2,UNNAMED
20937,1947,8,12,600,19.1,-85.4,40,-999,TS,2,UNNAMED
20938,1947,8,12,1200,19.7,-86.6,45,-999,TS,2,UNNAMED
20939,1947,8,12,1600,19.9,-87.5,45,-999,TS,2,UNNAMED
20940,1947,8,12,1800,20.0,-87.9,40,-999,TS,2,UNNAMED
20941,1947,8,13,0,20.3,-89.3,40,-999,TS,2,UNNAMED
20942,1947,8,13,600,20.6,-90.7,45,-999,TS,2,UNNAMED
20943,1947,8,13,1200,20.8,-91.9,50,-999,TS,2,UNNAMED
20944,1947,8,13,1800,20.8,-92.9,60,-999,TS,2,UNNAMED
20945,1947,8,14,0,20.8,-93.8,70,-999,HU,2,UNNAMED
20946,1947,8,14,600,21.1,-94.4,80,-999,HU,2,UNNAMED
20947,1947,8,14,1200,21.6,-95.0,90,-999,HU,2,UNNAMED
20948,1947,8,14,1800,21.9,-95.8,90,977,HU,2,UNNAMED
20949,1947,8,15,0,22.0,-96.6,95,-999,HU,2,UNNAMED
20950,1947,8,15,600,21.9,-97.2,95,-999,HU,2,UNNAMED
20951,1947,8,15,1000,21.7,-97.5,95,-999,HU,2,UNNAMED
20952,1947,8,15,1200,21.6,-97.8,85,-999,HU,2,UNNAMED
20953,1947,8,15,1800,21.3,-98.3,65,-999,HU,2,UNNAMED
20954,1947,8,16,0,21.0,-98.6,45,-999,TS,2,UNNAMED
20955,1947,8,16,600,20.3,-98.8,30,-999,TD,2,UNNAMED
20956,1947,8,18,1800,23.3,-82.0,30,-999,TD,3,UNNAMED
20957,1947,8,19,0,23.0,-82.7,30,-999,TD,3,UNNAMED
20958,1947,8,19,600,23.0,-83.3,35,-999,TS,3,UNNAMED
20959,1947,8,19,1200,23.4,-83.9,40,-999,TS,3,UNNAMED
20960,1947,8,19,1800,24.1,-84.4,45,-999,TS,3,UNNAMED
20961,1947,8,20,0,24.1,-85.4,45,-999,TS,3,UNNAMED
20962,1947,8,20,600,24.2,-86.3,45,-999,TS,3,UNNAMED
20963,1947,8,20,1200,24.4,-87.0,40,-999,TS,3,UNNAMED
20964,1947,8,20,1800,24.6,-87.3,40,-999,TS,3,UNNAMED
20965,1947,8,21,0,25.2,-87.5,40,-999,TS,3,UNNAMED
20966,1947,8,21,600,26.0,-87.7,40,-999,TS,3,UNNAMED
20967,1947,8,21,1200,26.8,-88.0,40,-999,TS,3,UNNAMED
20968,1947,8,21,1800,27.7,-88.4,40,-999,TS,3,UNNAMED
20969,1947,8,22,0,28.3,-89.2,40,1004,TS,3,UNNAMED
20970,1947,8,22,600,28.6,-89.8,40,-999,TS,3,UNNAMED
20971,1947,8,22,1200,28.9,-90.2,40,-999,TS,3,UNNAMED
20972,1947,8,22,1400,29.1,-90.3,40,-999,TS,3,UNNAMED
20973,1947,8,22,1800,29.4,-90.8,35,-999,TS,3,UNNAMED
20974,1947,8,23,0,29.0,-91.3,35,-999,TS,3,UNNAMED
20975,1947,8,23,600,28.4,-91.7,40,-999,TS,3,UNNAMED
20976,1947,8,23,1200,27.9,-92.3,45,-999,TS,3,UNNAMED
20977,1947,8,23,1800,28.0,-92.9,55,-999,TS,3,UNNAMED
20978,1947,8,24,0,28.3,-93.5,60,-999,TS,3,UNNAMED
20979,1947,8,24,600,28.6,-93.9,65,-999,HU,3,UNNAMED
20980,1947,8,24,1200,28.9,-94.1,70,-999,HU,3,UNNAMED
20981,1947,8,24,1800,29.1,-94.5,70,984,HU,3,UNNAMED
20982,1947,8,24,2200,29.2,-94.9,70,984,HU,3,UNNAMED
20983,1947,8,25,0,29.3,-95.0,65,-999,HU,3,UNNAMED
20984,1947,8,25,600,29.6,-95.5,50,-999,TS,3,UNNAMED
20985,1947,8,25,1200,30.0,-96.0,35,-999,TS,3,UNNAMED
20986,1947,8,25,1800,30.4,-96.5,30,-999,TD,3,UNNAMED
20987,1947,8,26,0,30.8,-97.0,30,-999,TD,3,UNNAMED
20988,1947,8,26,600,31.2,-97.3,25,-999,TD,3,UNNAMED
20989,1947,8,26,1200,31.6,-97.6,20,-999,TD,3,UNNAMED
20990,1947,8,26,1800,32.0,-97.9,20,-999,TD,3,UNNAMED
20991,1947,8,27,0,32.4,-98.1,20,-999,TD,3,UNNAMED
20992,1947,8,27,600,33.0,-98.0,20,-999,TD,3,UNNAMED
20993,1947,8,27,1200,33.8,-97.9,15,-999,TD,3,UNNAMED
20994,1947,8,27,1800,35.0,-97.9,15,-999,TD,3,UNNAMED
20995,1947,9,4,600,14.5,-20.1,30,-999,TD,4,UNNAMED
20996,1947,9,4,1200,14.3,-21.5,30,-999,TD,4,UNNAMED
20997,1947,9,4,1800,14.2,-22.8,30,-999,TD,4,UNNAMED
20998,1947,9,5,0,14.1,-24.0,35,-999,TS,4,UNNAMED
20999,1947,9,5,600,14.0,-25.0,35,-999,TS,4,UNNAMED
21000,1947,9,5,1200,14.0,-26.1,40,-999,TS,4,UNNAMED
21001,1947,9,5,1800,14.0,-27.1,40,-999,TS,4,UNNAMED
21002,1947,9,6,0,14.1,-28.2,45,-999,TS,4,UNNAMED
21003,1947,9,6,600,14.2,-29.3,45,-999,TS,4,UNNAMED
21004,1947,9,6,1200,14.3,-30.4,50,-999,TS,4,UNNAMED
21005,1947,9,6,1800,14.3,-31.5,50,-999,TS,4,UNNAMED
21006,1947,9,7,0,14.2,-32.6,50,-999,TS,4,UNNAMED
21007,1947,9,7,600,14.1,-33.7,50,-999,TS,4,UNNAMED
21008,1947,9,7,1200,14.0,-34.8,50,-999,TS,4,UNNAMED
21009,1947,9,7,1800,13.9,-36.0,50,-999,TS,4,UNNAMED
21010,1947,9,8,0,13.8,-37.2,50,-999,TS,4,UNNAMED
21011,1947,9,8,600,13.7,-38.5,50,-999,TS,4,UNNAMED
21012,1947,9,8,1200,13.6,-39.8,50,-999,TS,4,UNNAMED
21013,1947,9,8,1800,13.5,-41.0,50,-999,TS,4,UNNAMED
21014,1947,9,9,0,13.4,-42.0,50,-999,TS,4,UNNAMED
21015,1947,9,9,600,13.3,-42.9,50,-999,TS,4,UNNAMED
21016,1947,9,9,1200,13.2,-43.8,50,-999,TS,4,UNNAMED
21017,1947,9,9,1800,13.2,-44.8,50,-999,TS,4,UNNAMED
21018,1947,9,10,0,13.3,-45.7,50,-999,TS,4,UNNAMED
21019,1947,9,10,600,13.5,-46.7,50,-999,TS,4,UNNAMED
21020,1947,9,10,1200,13.8,-47.6,50,-999,TS,4,UNNAMED
21021,1947,9,10,1800,14.1,-48.4,50,-999,TS,4,UNNAMED
21022,1947,9,11,0,14.4,-49.0,50,-999,TS,4,UNNAMED
21023,1947,9,11,600,14.8,-49.8,50,-999,TS,4,UNNAMED
21024,1947,9,11,1200,15.2,-51.0,50,999,TS,4,UNNAMED
21025,1947,9,11,1800,15.7,-52.5,55,-999,TS,4,UNNAMED
21026,1947,9,12,0,16.3,-54.5,65,-999,HU,4,UNNAMED
21027,1947,9,12,600,16.9,-56.5,75,-999,HU,4,UNNAMED
21028,1947,9,12,1200,17.6,-58.4,85,977,HU,4,UNNAMED
21029,1947,9,12,1800,18.6,-60.3,90,-999,HU,4,UNNAMED
21030,1947,9,13,0,19.6,-62.2,95,-999,HU,4,UNNAMED
21031,1947,9,13,600,20.6,-64.0,100,-999,HU,4,UNNAMED
21032,1947,9,13,1200,21.4,-65.4,105,-999,HU,4,UNNAMED
21033,1947,9,13,1800,22.0,-66.4,110,952,HU,4,UNNAMED
21034,1947,9,14,0,22.6,-67.4,115,-999,HU,4,UNNAMED
21035,1947,9,14,600,23.2,-68.4,120,-999,HU,4,UNNAMED
21036,1947,9,14,1200,23.7,-69.4,125,-999,HU,4,UNNAMED
21037,1947,9,14,1800,24.2,-70.4,125,938,HU,4,UNNAMED
21038,1947,9,15,0,24.8,-71.6,125,-999,HU,4,UNNAMED
21039,1947,9,15,600,25.4,-72.8,125,-999,HU,4,UNNAMED
21040,1947,9,15,1200,26.0,-73.7,120,-999,HU,4,UNNAMED
21041,1947,9,15,1800,26.5,-74.5,115,-999,HU,4,UNNAMED
21042,1947,9,16,0,26.7,-75.2,110,951,HU,4,UNNAMED
21043,1947,9,16,600,26.8,-75.7,110,-999,HU,4,UNNAMED
21044,1947,9,16,1200,26.9,-76.2,105,956,HU,4,UNNAMED
21045,1947,9,16,1800,26.7,-76.9,105,954,HU,4,UNNAMED
21046,1947,9,16,1900,26.7,-77.1,105,954,HU,4,UNNAMED
21047,1947,9,17,0,26.6,-77.8,105,-999,HU,4,UNNAMED
21048,1947,9,17,600,26.5,-78.6,110,-999,HU,4,UNNAMED
21049,1947,9,17,1200,26.3,-79.5,115,943,HU,4,UNNAMED
21050,1947,9,17,1630,26.1,-80.1,115,943,HU,4,UNNAMED
21051,1947,9,17,1800,26.1,-80.4,105,951,HU,4,UNNAMED
21052,1947,9,18,0,26.2,-81.3,90,-999,HU,4,UNNAMED
21053,1947,9,18,600,26.5,-82.3,85,-999,HU,4,UNNAMED
21054,1947,9,18,1200,26.8,-83.4,85,-999,HU,4,UNNAMED
21055,1947,9,18,1800,27.2,-84.5,90,-999,HU,4,UNNAMED
21056,1947,9,19,0,27.7,-85.7,95,-999,HU,4,UNNAMED
21057,1947,9,19,600,28.4,-87.3,95,-999,HU,4,UNNAMED
21058,1947,9,19,1200,29.4,-89.0,95,966,HU,4,UNNAMED
21059,1947,9,19,1400,29.6,-89.5,95,966,HU,4,UNNAMED
21060,1947,9,19,1800,30.1,-90.7,80,970,HU,4,UNNAMED
21061,1947,9,20,0,30.8,-92.2,60,981,TS,4,UNNAMED
21062,1947,9,20,600,31.6,-93.7,40,987,TS,4,UNNAMED
21063,1947,9,20,1200,32.7,-95.2,35,994,TS,4,UNNAMED
21064,1947,9,20,1800,33.7,-95.9,30,996,TD,4,UNNAMED
21065,1947,9,21,0,35.0,-95.0,25,997,TD,4,UNNAMED
21066,1947,9,21,600,36.4,-93.3,20,999,TD,4,UNNAMED
21067,1947,9,21,1200,38.0,-91.5,20,1000,EX,4,UNNAMED
21068,1947,9,7,0,27.7,-85.6,25,-999,TD,5,UNNAMED
21069,1947,9,7,600,27.9,-86.1,25,-999,TD,5,UNNAMED
21070,1947,9,7,1200,28.2,-86.7,30,-999,TD,5,UNNAMED
21071,1947,9,7,1800,28.5,-87.3,35,-999,TS,5,UNNAMED
21072,1947,9,8,0,29.0,-87.6,40,-999,TS,5,UNNAMED
21073,1947,9,8,600,29.5,-87.7,50,-999,TS,5,UNNAMED
21074,1947,9,8,1200,30.0,-88.0,45,-999,TS,5,UNNAMED
21075,1947,9,8,1400,30.3,-88.2,45,-999,TS,5,UNNAMED
21076,1947,9,8,1800,30.7,-88.7,35,-999,TS,5,UNNAMED
21077,1947,9,9,0,31.5,-89.5,25,-999,TD,5,UNNAMED
21078,1947,9,20,600,19.2,-77.7,35,-999,TS,6,UNNAMED
21079,1947,9,20,1200,19.5,-78.7,35,-999,TS,6,UNNAMED
21080,1947,9,20,1800,19.7,-79.4,35,-999,TS,6,UNNAMED
21081,1947,9,21,0,19.9,-80.0,35,-999,TS,6,UNNAMED
21082,1947,9,21,600,20.2,-80.6,40,-999,TS,6,UNNAMED
21083,1947,9,21,1200,20.5,-81.2,40,-999,TS,6,UNNAMED
21084,1947,9,21,1800,21.1,-82.0,45,-999,TS,6,UNNAMED
21085,1947,9,21,2200,21.6,-82.6,45,-999,TS,6,UNNAMED
21086,1947,9,22,0,22.0,-82.8,45,-999,TS,6,UNNAMED
21087,1947,9,22,300,22.5,-83.1,45,-999,TS,6,UNNAMED
21088,1947,9,22,600,23.0,-83.3,45,-999,TS,6,UNNAMED
21089,1947,9,22,1200,23.8,-83.4,45,-999,TS,6,UNNAMED
21090,1947,9,22,1800,24.7,-83.4,50,993,TS,6,UNNAMED
21091,1947,9,23,0,25.7,-83.4,50,994,TS,6,UNNAMED
21092,1947,9,23,600,26.7,-83.4,50,-999,TS,6,UNNAMED
21093,1947,9,23,1200,27.6,-83.2,55,-999,TS,6,UNNAMED
21094,1947,9,23,1800,28.5,-82.9,55,-999,TS,6,UNNAMED
21095,1947,9,23,2200,28.9,-82.7,55,-999,TS,6,UNNAMED
21096,1947,9,24,0,29.4,-82.6,50,987,EX,6,UNNAMED
21097,1947,9,24,600,30.7,-82.1,45,-999,EX,6,UNNAMED
21098,1947,9,24,1200,32.4,-81.2,40,-999,EX,6,UNNAMED
21099,1947,9,24,1800,33.6,-80.2,40,-999,EX,6,UNNAMED
21100,1947,9,25,0,34.6,-78.8,35,-999,EX,6,UNNAMED
21101,1947,9,25,600,35.6,-76.9,35,-999,EX,6,UNNAMED
21102,1947,9,25,1200,36.6,-74.8,40,-999,EX,6,UNNAMED
21103,1947,9,25,1800,37.3,-72.3,35,-999,EX,6,UNNAMED
21104,1947,9,26,0,38.0,-68.3,35,-999,EX,6,UNNAMED
21105,1947,10,5,1800,25.0,-78.5,25,-999,EX,7,UNNAMED
21106,1947,10,6,0,25.9,-78.1,30,-999,EX,7,UNNAMED
21107,1947,10,6,600,26.8,-78.0,35,-999,EX,7,UNNAMED
21108,1947,10,6,1200,27.8,-78.1,35,-999,EX,7,UNNAMED
21109,1947,10,6,1800,28.8,-78.6,45,-999,EX,7,UNNAMED
21110,1947,10,7,0,30.2,-80.0,50,-999,TS,7,UNNAMED
21111,1947,10,7,400,30.8,-81.5,50,-999,TS,7,UNNAMED
21112,1947,10,7,600,30.9,-82.1,45,-999,TS,7,UNNAMED
21113,1947,10,7,1200,30.6,-84.9,30,-999,TD,7,UNNAMED
21114,1947,10,7,1800,30.3,-86.0,30,-999,TD,7,UNNAMED
21115,1947,10,8,0,29.6,-84.5,25,-999,TD,7,UNNAMED
21116,1947,10,8,600,30.0,-83.8,25,-999,TD,7,UNNAMED
21117,1947,10,8,1200,31.2,-83.4,20,-999,TD,7,UNNAMED
21118,1947,10,8,1800,32.5,-83.2,20,-999,TD,7,UNNAMED
21119,1947,10,9,0,33.5,-83.0,20,-999,TD,7,UNNAMED
21120,1947,10,9,600,34.0,-82.6,20,-999,TD,7,UNNAMED
21121,1947,10,8,0,34.7,-42.8,40,-999,TS,8,UNNAMED
21122,1947,10,8,600,35.1,-42.5,45,-999,TS,8,UNNAMED
21123,1947,10,8,1200,35.5,-42.2,50,-999,TS,8,UNNAMED
21124,1947,10,8,1800,35.9,-41.9,50,-999,TS,8,UNNAMED
21125,1947,10,9,0,36.3,-41.7,50,-999,TS,8,UNNAMED
21126,1947,10,9,600,36.7,-41.5,50,-999,TS,8,UNNAMED
21127,1947,10,9,1200,37.0,-41.0,50,-999,TS,8,UNNAMED
21128,1947,10,9,1800,37.4,-40.2,50,-999,TS,8,UNNAMED
21129,1947,10,10,0,37.7,-39.2,50,-999,TS,8,UNNAMED
21130,1947,10,10,600,38.0,-38.0,50,-999,TS,8,UNNAMED
21131,1947,10,10,1200,38.3,-36.8,50,-999,TS,8,UNNAMED
21132,1947,10,10,1800,38.6,-35.5,50,-999,TS,8,UNNAMED
21133,1947,10,11,0,39.1,-34.0,45,-999,EX,8,UNNAMED
21134,1947,10,8,1800,13.5,-82.3,25,-999,TD,9,UNNAMED
21135,1947,10,9,0,14.2,-82.5,25,-999,TD,9,UNNAMED
21136,1947,10,9,600,14.9,-82.7,30,-999,TD,9,UNNAMED
21137,1947,10,9,1200,15.6,-83.0,30,-999,TD,9,UNNAMED
21138,1947,10,9,1800,16.4,-83.3,35,-999,TS,9,UNNAMED
21139,1947,10,10,0,17.2,-83.5,40,-999,TS,9,UNNAMED
21140,1947,10,10,600,18.1,-83.7,40,-999,TS,9,UNNAMED
21141,1947,10,10,1200,19.1,-84.0,45,-999,TS,9,UNNAMED
21142,1947,10,10,1800,20.1,-84.1,50,1000,TS,9,UNNAMED
21143,1947,10,11,0,21.1,-83.9,55,-999,TS,9,UNNAMED
21144,1947,10,11,600,22.1,-83.7,55,-999,TS,9,UNNAMED
21145,1947,10,11,700,22.2,-83.6,55,-999,TS,9,UNNAMED
21146,1947,10,11,1200,23.2,-83.4,60,-999,TS,9,UNNAMED
21147,1947,10,11,1800,24.3,-82.9,75,983,HU,9,UNNAMED
21148,1947,10,12,0,25.2,-81.8,80,975,HU,9,UNNAMED
21149,1947,10,12,200,25.4,-81.2,80,975,HU,9,UNNAMED
21150,1947,10,12,600,25.8,-80.5,70,-999,HU,9,UNNAMED
21151,1947,10,12,1200,26.6,-79.5,70,-999,HU,9,UNNAMED
21152,1947,10,12,1800,27.3,-78.5,65,-999,HU,9,UNNAMED
21153,1947,10,13,0,28.1,-77.2,60,-999,TS,9,UNNAMED
21154,1947,10,13,600,29.3,-75.8,60,-999,TS,9,UNNAMED
